Country,DateRep,ConfirmedCases,Deaths,Recovered,Continent,Code
Cuba,2020-04-19,1035,34,255,Americas,CUB
Cyprus,2020-04-19,767,12,81,Asia,CYP
Czechia,2020-04-19,6746,186,1298,Europe,CZE
Denmark,2020-04-19,7580,355,4328,Europe,DNK
Diamond Princess,2020-04-19,712,13,644,Outro,NA
Djibouti,2020-04-19,846,2,102,Africa,DJI
Dominica,2020-04-19,16,0,8,Americas,DMA
Dominican Republic,2020-04-19,4680,226,363,Americas,DOM
Ecuador,2020-04-19,9468,474,1061,Americas,ECU
Egypt,2020-04-19,3144,239,732,Africa,EGY
El Salvador,2020-04-19,201,7,44,Americas,SLV
Equatorial Guinea,2020-04-19,79,0,4,Africa,GNQ
Eritrea,2020-04-19,39,0,3,Africa,ERI
Estonia,2020-04-19,1528,40,164,Europe,EST
Swaziland,2020-04-19,22,1,8,Africa,SWZ
Ethiopia,2020-04-19,108,3,16,Africa,ETH
Fiji,2020-04-19,17,0,0,Oceania,FJI
Finland,2020-04-19,3783,94,1700,Europe,FIN
France,2020-04-19,154097,19744,37183,Europe,FRA
Gabon,2020-04-19,109,1,7,Africa,GAB
Gambia,2020-04-19,10,1,2,Africa,GMB
Georgia,2020-04-19,394,4,93,Asia,GEO
Germany,2020-04-19,145184,4586,88000,Europe,DEU
Ghana,2020-04-19,1042,9,99,Africa,GHA
Greece,2020-04-19,2235,113,269,Europe,GRC
Grenada,2020-04-19,14,0,6,Americas,GRD
Guatemala,2020-04-19,257,7,21,Americas,GTM
Guinea,2020-04-19,579,5,87,Africa,GIN
Guinea-Bissau,2020-04-19,50,0,3,Africa,GNB
Guyana,2020-04-19,65,7,9,Americas,GUY
Haiti,2020-04-19,47,3,0,Americas,HTI
Vatican City,2020-04-19,8,0,2,Europe,VAT
Honduras,2020-04-19,472,46,15,Americas,HND
Hungary,2020-04-19,1916,189,250,Europe,HUN
Iceland,2020-04-19,1771,9,1291,Europe,ISL
India,2020-04-19,17615,559,2854,Asia,IND
Indonesia,2020-04-19,6575,582,686,Asia,IDN
Iran,2020-04-19,82211,5118,57023,Asia,IRN
Iraq,2020-04-19,1539,82,1009,Asia,IRQ
Ireland,2020-04-19,15251,610,77,Europe,IRL
Israel,2020-04-19,13491,172,3754,Asia,ISR
Italy,2020-04-19,178972,23660,47055,Europe,ITA
Jamaica,2020-04-19,173,5,27,Americas,JAM
Japan,2020-04-19,10797,236,1159,Asia,JPN
Jordan,2020-04-19,417,7,276,Asia,JOR
Kazakhstan,2020-04-19,1676,17,400,Asia,KAZ
Kenya,2020-04-19,270,14,67,Africa,KEN
South Korea,2020-04-19,10661,234,8042,Asia,KOR
Kosovo,2020-04-19,510,12,93,Outro,NA
Kuwait,2020-04-19,1915,7,305,Asia,KWT
Kyrgyzstan,2020-04-19,554,5,133,Asia,KGZ
Laos,2020-04-19,19,0,2,Asia,LAO
Latvia,2020-04-19,727,5,88,Europe,LVA
Lebanon,2020-04-19,673,21,102,Asia,LBN
Liberia,2020-04-19,91,8,7,Africa,LBR
Libya,2020-04-19,51,1,11,Africa,LBY
Liechtenstein,2020-04-19,81,1,55,Europe,LIE
Lithuania,2020-04-19,1298,35,242,Europe,LTU
Luxembourg,2020-04-19,3550,73,627,Europe,LUX
Madagascar,2020-04-19,121,0,39,Africa,MDG
Malawi,2020-04-19,17,2,3,Africa,MWI
Malaysia,2020-04-19,5389,89,3197,Asia,MYS
Maldives,2020-04-19,52,0,16,Asia,MDV
Mali,2020-04-19,224,14,42,Africa,MLI
Malta,2020-04-19,427,3,118,Europe,MLT
Mauritania,2020-04-19,7,1,6,Africa,MRT
Mauritius,2020-04-19,328,9,208,Africa,MUS
Mexico,2020-04-19,7497,650,2627,Americas,MEX
Moldova,2020-04-19,2472,67,457,Europe,MDA
Monaco,2020-04-19,94,3,22,Europe,MCO
Mongolia,2020-04-19,32,0,7,Asia,MNG
Montenegro,2020-04-19,308,5,55,Europe,MNE
Morocco,2020-04-19,2855,141,327,Africa,MAR
Mozambique,2020-04-19,39,0,8,Africa,MOZ
MS Zaandam,2020-04-19,9,2,0,Outro,NA
Namibia,2020-04-19,16,0,6,Africa,NAM
Nepal,2020-04-19,31,0,4,Asia,NPL
Netherlands,2020-04-19,32838,3697,322,Europe,NLD
New Zealand,2020-04-19,1431,12,912,Oceania,NZL
Nicaragua,2020-04-19,10,2,6,Americas,NIC
Niger,2020-04-19,648,20,117,Africa,NER
Nigeria,2020-04-19,627,21,170,Africa,NGA
Macedonia,2020-04-19,1207,51,179,Europe,MKD
Norway,2020-04-19,7078,165,32,Europe,NOR
Oman,2020-04-19,1266,7,233,Asia,OMN
Pakistan,2020-04-19,8348,168,1868,Asia,PAK
Panama,2020-04-19,4273,120,140,Americas,PAN
Papua New Guinea,2020-04-19,7,0,0,Oceania,PNG
Paraguay,2020-04-19,206,8,41,Americas,PRY
Peru,2020-04-19,15628,400,6811,Americas,PER
Philippines,2020-04-19,6259,409,572,Asia,PHL
Poland,2020-04-19,9287,360,1040,Europe,POL
Portugal,2020-04-19,20206,714,610,Europe,PRT
Qatar,2020-04-19,5448,8,518,Asia,QAT
Romania,2020-04-19,8746,451,1892,Europe,ROU
Russia,2020-04-19,42853,361,3291,Europe,RUS
Rwanda,2020-04-19,147,0,76,Africa,RWA
St. Kitts & Nevis,2020-04-19,14,0,0,Americas,KNA
St. Lucia,2020-04-19,15,0,11,Americas,LCA
St. Vincent & Grenadines,2020-04-19,12,0,1,Americas,VCT
San Marino,2020-04-19,461,39,60,Europe,SMR
São Tomé & Príncipe,2020-04-19,4,0,0,Africa,STP
Saudi Arabia,2020-04-19,9362,97,1398,Asia,SAU
Senegal,2020-04-19,367,3,220,Africa,SEN
Serbia,2020-04-19,6318,122,753,Europe,SRB
Seychelles,2020-04-19,11,0,5,Africa,SYC
Sierra Leone,2020-04-19,35,0,6,Africa,SLE
Singapore,2020-04-19,6588,11,768,Asia,SGP
Slovakia,2020-04-19,1161,12,229,Europe,SVK
Slovenia,2020-04-19,1330,74,192,Europe,SVN
Somalia,2020-04-19,164,7,3,Africa,SOM
South Africa,2020-04-19,3158,54,903,Africa,ZAF
South Sudan,2020-04-19,4,0,0,Africa,SSD
Spain,2020-04-19,198674,20453,77357,Europe,ESP
Sri Lanka,2020-04-19,271,7,96,Asia,LKA
Sudan,2020-04-19,66,10,6,Africa,SDN
Suriname,2020-04-19,10,1,6,Americas,SUR
Sweden,2020-04-19,14385,1540,550,Europe,SWE
Switzerland,2020-04-19,27740,1393,17800,Europe,CHE
Syria,2020-04-19,39,3,5,Asia,SYR
Taiwan,2020-04-19,420,6,189,Asia,TWN
Tanzania,2020-04-19,170,7,11,Africa,TZA
Thailand,2020-04-19,2765,47,1928,Asia,THA
Timor-Leste,2020-04-19,19,0,1,Asia,TLS
Togo,2020-04-19,84,5,52,Africa,TGO
Trinidad & Tobago,2020-04-19,114,8,21,Americas,TTO
Tunisia,2020-04-19,879,38,43,Africa,TUN
Turkey,2020-04-19,86306,2017,11976,Asia,TUR
Uganda,2020-04-19,55,0,28,Africa,UGA
Ukraine,2020-04-19,5449,141,347,Europe,UKR
United Arab Emirates,2020-04-19,6781,41,1286,Asia,ARE
United Kingdom,2020-04-19,121172,16095,436,Europe,GBR
Uruguay,2020-04-19,517,10,298,Americas,URY
United States,2020-04-19,759086,40661,70337,Americas,USA
Uzbekistan,2020-04-19,1565,5,225,Asia,UZB
Venezuela,2020-04-19,256,9,117,Americas,VEN
Vietnam,2020-04-19,268,0,202,Asia,VNM
Palestinian Territories,2020-04-19,437,3,71,Asia,PSE
Western Sahara,2020-04-19,6,0,0,Africa,ESH
Yemen,2020-04-19,1,0,0,Asia,YEM
Zambia,2020-04-19,61,3,33,Africa,ZMB
Zimbabwe,2020-04-19,25,3,2,Africa,ZWE
Afghanistan,2020-04-20,1026,36,135,Asia,AFG
Albania,2020-04-20,584,26,327,Europe,ALB
Algeria,2020-04-20,2718,384,1099,Africa,DZA
Andorra,2020-04-20,717,37,248,Europe,AND
Angola,2020-04-20,24,2,6,Africa,AGO
Antigua & Barbuda,2020-04-20,23,3,3,Americas,ATG
Argentina,2020-04-20,2941,136,737,Americas,ARG
Armenia,2020-04-20,1339,22,580,Asia,ARM
Australia,2020-04-20,6547,67,4124,Oceania,AUS
Austria,2020-04-20,14795,470,10631,Europe,AUT
Azerbaijan,2020-04-20,1436,19,791,Asia,AZE
Bahamas,2020-04-20,60,9,11,Americas,BHS
Bahrain,2020-04-20,1907,7,769,Asia,BHR
Bangladesh,2020-04-20,2948,101,85,Asia,BGD
Barbados,2020-04-20,75,5,19,Americas,BRB
Belarus,2020-04-20,6264,51,514,Europe,BLR
Belgium,2020-04-20,39983,5828,8895,Europe,BEL
Belize,2020-04-20,18,2,2,Americas,BLZ
Benin,2020-04-20,54,1,27,Africa,BEN
Bhutan,2020-04-20,5,0,2,Asia,BTN
Bolivia,2020-04-20,564,33,31,Americas,BOL
Bosnia & Herzegovina,2020-04-20,1309,49,381,Europe,BIH
Botswana,2020-04-20,20,1,0,Africa,BWA
Brazil,2020-04-20,40743,2587,22130,Americas,BRA
Brunei,2020-04-20,138,1,116,Asia,BRN
Bulgaria,2020-04-20,929,43,167,Europe,BGR
Burkina Faso,2020-04-20,581,38,357,Africa,BFA
Myanmar (Burma),2020-04-20,119,5,7,Asia,MMR
Burundi,2020-04-20,5,1,4,Africa,BDI
Cape Verde,2020-04-20,67,1,1,Africa,CPV
Cambodia,2020-04-20,122,0,107,Asia,KHM
Cameroon,2020-04-20,1163,42,305,Africa,CMR
Canada,2020-04-20,37658,1726,12543,Americas,CAN
Central African Republic,2020-04-20,12,0,4,Africa,CAF
Chad,2020-04-20,33,0,8,Africa,TCD
Chile,2020-04-20,10507,139,4676,Americas,CHL
China,2020-04-20,83817,4636,77745,Asia,CHN
Colombia,2020-04-20,3977,189,804,Americas,COL
Congo - Brazzaville,2020-04-20,160,6,16,Africa,COG
Congo - Kinshasa,2020-04-20,332,25,27,Africa,COD
Costa Rica,2020-04-20,662,6,124,Americas,CRI
Côte d’Ivoire,2020-04-20,847,9,260,Africa,CIV
Croatia,2020-04-20,1881,47,771,Europe,HRV
Cuba,2020-04-20,1087,36,285,Americas,CUB
Cyprus,2020-04-20,772,12,81,Asia,CYP
Czechia,2020-04-20,6900,194,1559,Europe,CZE
Denmark,2020-04-20,7711,364,4499,Europe,DNK
Diamond Princess,2020-04-20,712,13,644,Outro,NA
Djibouti,2020-04-20,846,2,102,Africa,DJI
Dominica,2020-04-20,16,0,8,Americas,DMA
Dominican Republic,2020-04-20,4964,235,416,Americas,DOM
Ecuador,2020-04-20,10128,507,1150,Americas,ECU
Egypt,2020-04-20,3333,250,821,Africa,EGY
El Salvador,2020-04-20,218,7,46,Americas,SLV
Equatorial Guinea,2020-04-20,79,0,7,Africa,GNQ
Eritrea,2020-04-20,39,0,3,Africa,ERI
Estonia,2020-04-20,1535,40,165,Europe,EST
Swaziland,2020-04-20,24,1,8,Africa,SWZ
Ethiopia,2020-04-20,111,3,16,Africa,ETH
Fiji,2020-04-20,18,0,3,Oceania,FJI
Finland,2020-04-20,3868,98,2000,Europe,FIN
France,2020-04-20,156480,20292,38036,Europe,FRA
Gabon,2020-04-20,120,1,7,Africa,GAB
Gambia,2020-04-20,10,1,2,Africa,GMB
Georgia,2020-04-20,402,4,95,Asia,GEO
Germany,2020-04-20,147065,4862,91500,Europe,DEU
Ghana,2020-04-20,1042,9,99,Africa,GHA
Greece,2020-04-20,2245,116,269,Europe,GRC
Grenada,2020-04-20,14,0,6,Americas,GRD
Guatemala,2020-04-20,289,7,21,Americas,GTM
Guinea,2020-04-20,622,5,122,Africa,GIN
Guinea-Bissau,2020-04-20,50,0,3,Africa,GNB
Guyana,2020-04-20,65,7,9,Americas,GUY
Haiti,2020-04-20,57,3,0,Americas,HTI
Vatican City,2020-04-20,9,0,2,Europe,VAT
Honduras,2020-04-20,477,46,25,Americas,HND
Hungary,2020-04-20,1984,199,267,Europe,HUN
Iceland,2020-04-20,1773,10,1362,Europe,ISL
India,2020-04-20,18539,592,3273,Asia,IND
Indonesia,2020-04-20,6760,590,747,Asia,IDN
Iran,2020-04-20,83505,5209,59273,Asia,IRN
Iraq,2020-04-20,1574,82,1043,Asia,IRQ
Ireland,2020-04-20,15652,687,77,Europe,IRL
Israel,2020-04-20,13713,177,4049,Asia,ISR
Italy,2020-04-20,181228,24114,48877,Europe,ITA
Jamaica,2020-04-20,223,5,27,Americas,JAM
Japan,2020-04-20,10797,236,1159,Asia,JPN
Jordan,2020-04-20,425,7,282,Asia,JOR
Kazakhstan,2020-04-20,1852,19,447,Asia,KAZ
Kenya,2020-04-20,281,14,69,Africa,KEN
South Korea,2020-04-20,10674,236,8114,Asia,KOR
Kosovo,2020-04-20,510,12,93,Outro,NA
Kuwait,2020-04-20,1995,9,367,Asia,KWT
Kyrgyzstan,2020-04-20,568,7,201,Asia,KGZ
Laos,2020-04-20,19,0,2,Asia,LAO
Latvia,2020-04-20,739,5,88,Europe,LVA
Lebanon,2020-04-20,677,21,103,Asia,LBN
Liberia,2020-04-20,99,8,7,Africa,LBR
Libya,2020-04-20,51,1,15,Africa,LBY
Liechtenstein,2020-04-20,81,1,55,Europe,LIE
Lithuania,2020-04-20,1326,37,242,Europe,LTU
Luxembourg,2020-04-20,3558,75,637,Europe,LUX
Madagascar,2020-04-20,121,0,41,Africa,MDG
Malawi,2020-04-20,17,2,3,Africa,MWI
Malaysia,2020-04-20,5425,89,3295,Asia,MYS
Maldives,2020-04-20,69,0,16,Asia,MDV
Mali,2020-04-20,246,14,56,Africa,MLI
Malta,2020-04-20,431,3,126,Europe,MLT
Mauritania,2020-04-20,7,1,6,Africa,MRT
Mauritius,2020-04-20,328,9,224,Africa,MUS
Mexico,2020-04-20,8261,686,2627,Americas,MEX
Moldova,2020-04-20,2548,70,457,Europe,MDA
Monaco,2020-04-20,94,3,23,Europe,MCO
Mongolia,2020-04-20,33,0,7,Asia,MNG
Montenegro,2020-04-20,312,5,88,Europe,MNE
Morocco,2020-04-20,3046,143,350,Africa,MAR
Mozambique,2020-04-20,39,0,8,Africa,MOZ
MS Zaandam,2020-04-20,9,2,0,Outro,NA
Namibia,2020-04-20,16,0,6,Africa,NAM
Nepal,2020-04-20,31,0,4,Asia,NPL
Netherlands,2020-04-20,33588,3764,322,Europe,NLD
New Zealand,2020-04-20,1440,12,974,Oceania,NZL
Nicaragua,2020-04-20,10,2,6,Americas,NIC
Niger,2020-04-20,648,20,117,Africa,NER
Nigeria,2020-04-20,665,22,188,Africa,NGA
Macedonia,2020-04-20,1225,54,200,Europe,MKD
Norway,2020-04-20,7156,181,32,Europe,NOR
Oman,2020-04-20,1410,7,238,Asia,OMN
Pakistan,2020-04-20,8418,176,1970,Asia,PAK
Panama,2020-04-20,4467,126,165,Americas,PAN
Papua New Guinea,2020-04-20,7,0,0,Oceania,PNG
Paraguay,2020-04-20,208,8,46,Americas,PRY
Peru,2020-04-20,16325,445,6968,Americas,PER
Philippines,2020-04-20,6459,428,613,Asia,PHL
Poland,2020-04-20,9593,380,1133,Europe,POL
Portugal,2020-04-20,20863,735,610,Europe,PRT
Qatar,2020-04-20,6015,9,555,Asia,QAT
Romania,2020-04-20,8936,478,2017,Europe,ROU
Russia,2020-04-20,47121,405,3446,Europe,RUS
Rwanda,2020-04-20,147,0,76,Africa,RWA
St. Kitts & Nevis,2020-04-20,15,0,0,Americas,KNA
St. Lucia,2020-04-20,15,0,13,Americas,LCA
St. Vincent & Grenadines,2020-04-20,12,0,1,Americas,VCT
San Marino,2020-04-20,462,39,61,Europe,SMR
São Tomé & Príncipe,2020-04-20,4,0,0,Africa,STP
Saudi Arabia,2020-04-20,10484,103,1490,Asia,SAU
Senegal,2020-04-20,377,5,235,Africa,SEN
Serbia,2020-04-20,6630,125,870,Europe,SRB
Seychelles,2020-04-20,11,0,5,Africa,SYC
Sierra Leone,2020-04-20,43,0,6,Africa,SLE
Singapore,2020-04-20,8014,11,801,Asia,SGP
Slovakia,2020-04-20,1173,13,251,Europe,SVK
Slovenia,2020-04-20,1335,77,193,Europe,SVN
Somalia,2020-04-20,237,8,4,Africa,SOM
South Africa,2020-04-20,3300,58,1055,Africa,ZAF
South Sudan,2020-04-20,4,0,0,Africa,SSD
Spain,2020-04-20,200210,20852,80587,Europe,ESP
Sri Lanka,2020-04-20,304,7,98,Asia,LKA
Sudan,2020-04-20,107,12,8,Africa,SDN
Suriname,2020-04-20,10,1,6,Americas,SUR
Sweden,2020-04-20,14777,1580,550,Europe,SWE
Switzerland,2020-04-20,27944,1429,18600,Europe,CHE
Syria,2020-04-20,39,3,5,Asia,SYR
Taiwan,2020-04-20,422,6,203,Asia,TWN
Tanzania,2020-04-20,254,10,11,Africa,TZA
Thailand,2020-04-20,2792,47,1999,Asia,THA
Timor-Leste,2020-04-20,22,0,1,Asia,TLS
Togo,2020-04-20,84,6,53,Africa,TGO
Trinidad & Tobago,2020-04-20,114,8,22,Americas,TTO
Tunisia,2020-04-20,884,38,148,Africa,TUN
Turkey,2020-04-20,90980,2140,13430,Asia,TUR
Uganda,2020-04-20,56,0,38,Africa,UGA
Ukraine,2020-04-20,5710,151,359,Europe,UKR
United Arab Emirates,2020-04-20,7265,43,1360,Asia,ARE
United Kingdom,2020-04-20,125856,16550,446,Europe,GBR
Uruguay,2020-04-20,535,10,313,Americas,URY
United States,2020-04-20,784326,42094,72329,Americas,USA
Uzbekistan,2020-04-20,1627,5,261,Asia,UZB
Venezuela,2020-04-20,256,9,117,Americas,VEN
Vietnam,2020-04-20,268,0,214,Asia,VNM
Palestinian Territories,2020-04-20,449,3,71,Asia,PSE
Western Sahara,2020-04-20,6,0,0,Africa,ESH
Yemen,2020-04-20,1,0,0,Asia,YEM
Zambia,2020-04-20,65,3,35,Africa,ZMB
Zimbabwe,2020-04-20,25,3,2,Africa,ZWE
Afghanistan,2020-04-21,1092,36,150,Asia,AFG
Albania,2020-04-21,609,26,345,Europe,ALB
Algeria,2020-04-21,2811,392,1152,Africa,DZA
Andorra,2020-04-21,717,37,282,Europe,AND
Angola,2020-04-21,24,2,6,Africa,AGO
Antigua & Barbuda,2020-04-21,23,3,7,Americas,ATG
Argentina,2020-04-21,3031,147,840,Americas,ARG
Armenia,2020-04-21,1401,24,609,Asia,ARM
Australia,2020-04-21,6547,67,4124,Oceania,AUS
Austria,2020-04-21,14873,491,10971,Europe,AUT
Azerbaijan,2020-04-21,1480,20,865,Asia,AZE
Bahamas,2020-04-21,65,9,12,Americas,BHS
Bahrain,2020-04-21,1973,7,784,Asia,BHR
Bangladesh,2020-04-21,3382,110,87,Asia,BGD
Barbados,2020-04-21,75,5,25,Americas,BRB
Belarus,2020-04-21,6723,55,577,Europe,BLR
Belgium,2020-04-21,40956,5998,9002,Europe,BEL
Belize,2020-04-21,18,2,2,Americas,BLZ
Benin,2020-04-21,54,1,27,Africa,BEN
Bhutan,2020-04-21,6,0,2,Asia,BTN
Bolivia,2020-04-21,598,34,37,Americas,BOL
Bosnia & Herzegovina,2020-04-21,1342,51,437,Europe,BIH
Botswana,2020-04-21,20,1,0,Africa,BWA
Brazil,2020-04-21,43079,2741,22991,Americas,BRA
Brunei,2020-04-21,138,1,116,Asia,BRN
Bulgaria,2020-04-21,975,45,170,Europe,BGR
Burkina Faso,2020-04-21,600,38,362,Africa,BFA
Myanmar (Burma),2020-04-21,121,5,7,Asia,MMR
Burundi,2020-04-21,5,1,4,Africa,BDI
Cape Verde,2020-04-21,68,1,1,Africa,CPV
Cambodia,2020-04-21,122,0,110,Asia,KHM
Cameroon,2020-04-21,1163,43,329,Africa,CMR
Canada,2020-04-21,39402,1909,13188,Americas,CAN
Central African Republic,2020-04-21,14,0,10,Africa,CAF
Chad,2020-04-21,33,0,8,Africa,TCD
Chile,2020-04-21,10832,147,4969,Americas,CHL
China,2020-04-21,83853,4636,77799,Asia,CHN
Colombia,2020-04-21,4149,196,804,Americas,COL
Congo - Brazzaville,2020-04-21,165,6,16,Africa,COG
Congo - Kinshasa,2020-04-21,350,25,35,Africa,COD
Costa Rica,2020-04-21,669,6,150,Americas,CRI
Côte d’Ivoire,2020-04-21,916,13,303,Africa,CIV
Croatia,2020-04-21,1908,48,801,Europe,HRV
Cuba,2020-04-21,1137,38,309,Americas,CUB
Cyprus,2020-04-21,784,12,98,Asia,CYP
Czechia,2020-04-21,7033,201,1753,Europe,CZE
Denmark,2020-04-21,7891,370,4889,Europe,DNK
Diamond Princess,2020-04-21,712,13,644,Outro,NA
Djibouti,2020-04-21,945,2,112,Africa,DJI
Dominica,2020-04-21,16,0,8,Americas,DMA
Dominican Republic,2020-04-21,5044,245,463,Americas,DOM
Ecuador,2020-04-21,10398,520,1207,Americas,ECU
Egypt,2020-04-21,3490,264,870,Africa,EGY
El Salvador,2020-04-21,225,7,48,Americas,SLV
Equatorial Guinea,2020-04-21,83,0,7,Africa,GNQ
Eritrea,2020-04-21,39,0,6,Africa,ERI
Estonia,2020-04-21,1552,43,169,Europe,EST
Swaziland,2020-04-21,31,1,8,Africa,SWZ
Ethiopia,2020-04-21,114,3,16,Africa,ETH
Fiji,2020-04-21,18,0,3,Oceania,FJI
Finland,2020-04-21,4014,141,2000,Europe,FIN
France,2020-04-21,159297,20829,39819,Europe,FRA
Gabon,2020-04-21,156,1,16,Africa,GAB
Gambia,2020-04-21,10,1,2,Africa,GMB
Georgia,2020-04-21,408,4,97,Asia,GEO
Germany,2020-04-21,148291,5033,95200,Europe,DEU
Ghana,2020-04-21,1042,9,99,Africa,GHA
Greece,2020-04-21,2401,121,577,Europe,GRC
Grenada,2020-04-21,14,0,6,Americas,GRD
Guatemala,2020-04-21,294,7,24,Americas,GTM
Guinea,2020-04-21,688,6,127,Africa,GIN
Guinea-Bissau,2020-04-21,50,0,3,Africa,GNB
Guyana,2020-04-21,66,7,9,Americas,GUY
Haiti,2020-04-21,57,3,0,Americas,HTI
Vatican City,2020-04-21,9,0,2,Europe,VAT
Honduras,2020-04-21,494,46,29,Americas,HND
Hungary,2020-04-21,2098,213,287,Europe,HUN
Iceland,2020-04-21,1778,10,1417,Europe,ISL
India,2020-04-21,20080,645,3975,Asia,IND
Indonesia,2020-04-21,7135,616,842,Asia,IDN
Iran,2020-04-21,84802,5297,60965,Asia,IRN
Iraq,2020-04-21,1602,83,1096,Asia,IRQ
Ireland,2020-04-21,16040,730,9233,Europe,IRL
Israel,2020-04-21,13942,184,4507,Asia,ISR
Italy,2020-04-21,183957,24648,51600,Europe,ITA
Jamaica,2020-04-21,223,6,27,Americas,JAM
Japan,2020-04-21,11135,263,1239,Asia,JPN
Jordan,2020-04-21,428,7,297,Asia,JOR
Kazakhstan,2020-04-21,1995,19,489,Asia,KAZ
Kenya,2020-04-21,296,14,74,Africa,KEN
South Korea,2020-04-21,10683,237,8213,Asia,KOR
Kosovo,2020-04-21,510,12,93,Outro,NA
Kuwait,2020-04-21,2080,11,412,Asia,KWT
Kyrgyzstan,2020-04-21,590,7,216,Asia,KGZ
Laos,2020-04-21,19,0,2,Asia,LAO
Latvia,2020-04-21,748,9,133,Europe,LVA
Lebanon,2020-04-21,677,21,108,Asia,LBN
Liberia,2020-04-21,101,8,7,Africa,LBR
Libya,2020-04-21,51,1,15,Africa,LBY
Liechtenstein,2020-04-21,81,1,55,Europe,LIE
Lithuania,2020-04-21,1350,38,298,Europe,LTU
Luxembourg,2020-04-21,3618,78,670,Europe,LUX
Madagascar,2020-04-21,121,0,44,Africa,MDG
Malawi,2020-04-21,18,2,3,Africa,MWI
Malaysia,2020-04-21,5482,92,3349,Asia,MYS
Maldives,2020-04-21,83,0,16,Asia,MDV
Mali,2020-04-21,258,14,57,Africa,MLI
Malta,2020-04-21,443,3,150,Europe,MLT
Mauritania,2020-04-21,7,1,6,Africa,MRT
Mauritius,2020-04-21,328,9,243,Africa,MUS
Mexico,2020-04-21,8772,712,2627,Americas,MEX
Moldova,2020-04-21,2614,72,505,Europe,MDA
Monaco,2020-04-21,94,3,26,Europe,MCO
Mongolia,2020-04-21,34,0,8,Asia,MNG
Montenegro,2020-04-21,313,5,101,Europe,MNE
Morocco,2020-04-21,3209,145,393,Africa,MAR
Mozambique,2020-04-21,39,0,8,Africa,MOZ
MS Zaandam,2020-04-21,9,2,0,Outro,NA
Namibia,2020-04-21,16,0,6,Africa,NAM
Nepal,2020-04-21,43,0,4,Asia,NPL
Netherlands,2020-04-21,34317,3929,74,Europe,NLD
New Zealand,2020-04-21,1445,13,1006,Oceania,NZL
Nicaragua,2020-04-21,10,2,7,Americas,NIC
Niger,2020-04-21,657,20,127,Africa,NER
Nigeria,2020-04-21,665,22,188,Africa,NGA
Macedonia,2020-04-21,1231,55,224,Europe,MKD
Norway,2020-04-21,7191,182,32,Europe,NOR
Oman,2020-04-21,1508,8,238,Asia,OMN
Pakistan,2020-04-21,9565,201,2073,Asia,PAK
Panama,2020-04-21,4658,136,204,Americas,PAN
Papua New Guinea,2020-04-21,7,0,0,Oceania,PNG
Paraguay,2020-04-21,208,8,53,Americas,PRY
Peru,2020-04-21,17837,484,6982,Americas,PER
Philippines,2020-04-21,6599,437,654,Asia,PHL
Poland,2020-04-21,9856,401,1297,Europe,POL
Portugal,2020-04-21,21379,762,917,Europe,PRT
Qatar,2020-04-21,6533,9,614,Asia,QAT
Romania,2020-04-21,9242,498,2153,Europe,ROU
Russia,2020-04-21,52763,456,3873,Europe,RUS
Rwanda,2020-04-21,150,0,84,Africa,RWA
St. Kitts & Nevis,2020-04-21,15,0,0,Americas,KNA
St. Lucia,2020-04-21,15,0,13,Americas,LCA
St. Vincent & Grenadines,2020-04-21,12,0,2,Americas,VCT
San Marino,2020-04-21,476,40,62,Europe,SMR
São Tomé & Príncipe,2020-04-21,4,0,0,Africa,STP
Saudi Arabia,2020-04-21,11631,109,1640,Asia,SAU
Senegal,2020-04-21,412,5,242,Africa,SEN
Serbia,2020-04-21,6630,125,870,Europe,SRB
Seychelles,2020-04-21,11,0,5,Africa,SYC
Sierra Leone,2020-04-21,50,0,6,Africa,SLE
Singapore,2020-04-21,9125,11,839,Asia,SGP
Slovakia,2020-04-21,1199,14,258,Europe,SVK
Slovenia,2020-04-21,1344,77,197,Europe,SVN
Somalia,2020-04-21,286,8,4,Africa,SOM
South Africa,2020-04-21,3465,58,1055,Africa,ZAF
South Sudan,2020-04-21,4,0,0,Africa,SSD
Spain,2020-04-21,204178,21282,82514,Europe,ESP
Sri Lanka,2020-04-21,310,7,102,Asia,LKA
Sudan,2020-04-21,107,12,8,Africa,SDN
Suriname,2020-04-21,10,1,6,Americas,SUR
Sweden,2020-04-21,15322,1765,550,Europe,SWE
Switzerland,2020-04-21,28063,1478,19400,Europe,CHE
Syria,2020-04-21,42,3,6,Asia,SYR
Taiwan,2020-04-21,425,6,217,Asia,TWN
Tanzania,2020-04-21,254,10,11,Africa,TZA
Thailand,2020-04-21,2811,48,2108,Asia,THA
Timor-Leste,2020-04-21,23,0,1,Asia,TLS
Togo,2020-04-21,86,6,56,Africa,TGO
Trinidad & Tobago,2020-04-21,115,8,28,Americas,TTO
Tunisia,2020-04-21,884,38,148,Africa,TUN
Turkey,2020-04-21,95591,2259,14918,Asia,TUR
Uganda,2020-04-21,61,0,38,Africa,UGA
Ukraine,2020-04-21,6125,161,367,Europe,UKR
United Arab Emirates,2020-04-21,7755,46,1443,Asia,ARE
United Kingdom,2020-04-21,130172,17378,638,Europe,GBR
Uruguay,2020-04-21,535,11,313,Americas,URY
United States,2020-04-21,823786,44845,75204,Americas,USA
Uzbekistan,2020-04-21,1678,6,357,Asia,UZB
Venezuela,2020-04-21,285,10,117,Americas,VEN
Vietnam,2020-04-21,268,0,216,Asia,VNM
